ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00339,Email,P4,Closed,Unable to delete folder in Email,Unable to delete folder in Email. This is impacting project deadlines.,Applied update. Issue no longer occurring.
TKT-00340,Excel,P3,Closed,Request tutorial for Excel manage,Request tutorial for Excel manage. User has tried updating without success.,Escalated to vendor support. Resolution: best practice updated.
TKT-00341,Smartsheet,P2,Closed,collaborate missing when trying to share,collaborate missing when trying to share. User has tried reinstalling without success.,Resolved by resetting collaborate. User confirmed resolved.
TKT-00342,SharePoint,P3,Closed,Request installation activate assistance,Request installation activate assistance. User has tried clearing cache without success.,Escalated to tier 2. Resolution: application updated.
TKT-00343,Email,P2,Closed,VPN timeout affecting Email access,VPN timeout affecting Email access. User reports firewall failure affecting productivity.,Resolved by reinstalling VPN. User confirmed resolved.
TKT-00344,PowerBI,P2,Closed,chart not refresh correctly,chart not refresh correctly. Error occurs when attempting to export. refresh and filter also affected.,Applied update. Issue no longer occurring.
TKT-00345,Teams,P4,Closed,Teams unavailable due to VPN problem,Teams unavailable due to VPN problem. This is impacting client communication.,Implemented update. Issue no longer occurring.
TKT-00346,Outlook,P3,Closed,printer not working properly,printer not working properly. Error occurs when attempting to charging. display and hardware also affected.,Escalated to vendor support. Resolution: dock reconfigured.
TKT-00347,Excel,P1,Closed,version issue when attempting configure,version issue when attempting configure. Error occurs when attempting to upgrade. patch and upgrade also affected.,Resolved by updating version. User confirmed fixed.
TKT-00348,Smartsheet,P3,Closed,keyboard damaged preventing work,keyboard damaged preventing work. User has tried updating without success.,Implemented update. Issue no longer occurring.
TKT-00349,SharePoint,P1,Closed,Request access to download in SharePoint,Request access to download in SharePoint. User has tried updating without success.,Implemented configuration change. Issue no longer occurring.
TKT-00350,Outlook,P3,Closed,Permission denied when share download,Permission denied when share download. User has tried clearing cache without success.,Implemented configuration change. Issue no longer occurring.
TKT-00351,Outlook,P4,Closed,Need help with reset locked,Need help with reset locked. Error occurs when attempting to unlock.  also affected.,Implemented patch. Issue no longer occurring.
TKT-00352,Smartsheet,P3,Closed,error during installation process,error during installation process. User reports application error affecting productivity.,Applied patch. Issue no longer occurring.
TKT-00353,Email,P1,Closed,Unable to delete share in Email,Unable to delete share in Email. User reports file corrupted affecting productivity.,Escalated to vendor support. Resolution: download reconfigured.
TKT-00354,PowerBI,P1,Closed,expired problem preventing access to PowerBI,expired problem preventing access to PowerBI. User has tried reinstalling without success.,Fixed credential locked. Tested successfully with user.
TKT-00355,Teams,P2,Closed,Seeking tutorial for new Teams feature,Seeking tutorial for new Teams feature. User has tried reinstalling without success.,Corrected setup request. Tested successfully with user.
TKT-00356,Teams,P2,Closed,update issue when attempting upgrade,update issue when attempting upgrade. This is impacting project deadlines.,Implemented update. Issue no longer occurring.
TKT-00357,Email,P1,Closed,Unable to access sync in Email,Unable to access sync in Email. User has tried updating without success.,Escalated to vendor support. Resolution: sync replaced.
TKT-00358,Email,P1,Closed,offline blocked affecting Email access,offline blocked affecting Email access. Error occurs when attempting to connect. bandwidth and disconnect also affected.,Corrected connection failure. Tested successfully with user.
TKT-00359,Teams,P1,Closed,download denied when trying to share,download denied when trying to share. Error occurs when attempting to edit. share also affected.,Corrected access denied. Tested successfully with user.
TKT-00360,PowerBI,P2,Closed,Cannot access inbox in PowerBI,Cannot access inbox in PowerBI. User has tried restarting without success.,Implemented update. Issue no longer occurring.
TKT-00361,Outlook,P4,Closed,laptop malfunction preventing work,laptop malfunction preventing work. User reports mouse malfunction affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00362,Email,P3,Closed,Need guide on how to setup in Email,Need guide on how to setup in Email. User reports documentation request affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00363,Excel,P4,Closed,Request guide for Excel customize,Request guide for Excel customize. User has tried updating without success.,Escalated to specialist team. Resolution: guide replaced.
TKT-00364,PowerBI,P3,Closed,Experiencing loading problem with PowerBI,Experiencing loading problem with PowerBI. This is impacting team collaboration.,Resolved slow performance. Tested successfully with user.
TKT-00365,OneDrive,P1,Closed,Need to configure license for OneDrive,Need to configure license for OneDrive. User reports software failure affecting productivity.,Fixed installation compatibility. Tested successfully with user.
TKT-00366,Teams,P2,Closed,Need assistance with inbox sync,Need assistance with inbox sync. User reports inbox permissions affecting productivity.,Resolved out-of-office display. Tested successfully with user.
TKT-00367,Teams,P3,Closed,authentication error preventing access to Teams,authentication error preventing access to Teams. Error occurs when attempting to login. unlock also affected.,Corrected login failure. Tested successfully with user.
TKT-00368,OneDrive,P4,Closed,Unable to share denied in OneDrive,Unable to share denied in OneDrive. User has tried clearing cache without success.,Corrected access error. Tested successfully with user.
TKT-00369,Excel,P1,Closed,Cannot connect due to firewall unstable,Cannot connect due to firewall unstable. User has tried updating without success.,Applied patch. Issue no longer occurring.
TKT-00370,Email,P3,Closed,Permission denied when edit denied,Permission denied when edit denied. User reports permission error affecting productivity.,Escalated to specialist team. Resolution: collaborate replaced.
TKT-00371,OneDrive,P4,Closed,Issue with email synchronization,Issue with email synchronization. Error occurs when attempting to forward. delegate and calendar and attachment also affected.,Corrected out-of-office synchronization. Tested successfully with user.
TKT-00372,Email,P1,Closed,Email hang and problem,Email hang and problem. User reports hang performance affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00373,OneDrive,P3,Closed,Need assistance with receive delete,Need assistance with receive delete. User reports inbox display affecting productivity.,Applied update. Issue no longer occurring.
TKT-00374,SharePoint,P3,Closed,Unable to edit sync in SharePoint,Unable to edit sync in SharePoint. User has tried restarting without success.,Implemented fix. Issue no longer occurring.
TKT-00375,PowerBI,P1,Closed,Cannot view sync in PowerBI,Cannot view sync in PowerBI. This is impacting daily workflow.,Applied update. Issue no longer occurring.
TKT-00376,Email,P1,Closed,Email unavailable due to disconnect problem,Email unavailable due to disconnect problem. Error occurs when attempting to establish. firewall and VPN also affected.,Resolved bandwidth blocked. Tested successfully with user.
TKT-00377,PowerBI,P2,Closed,Issue with attachment display,Issue with attachment display. This is impacting team collaboration.,Implemented fix. Issue no longer occurring.
TKT-00378,Smartsheet,P1,Closed,Unable to move file in Smartsheet,Unable to move file in Smartsheet. User reports file failure affecting productivity.,Fixed upload error. Tested successfully with user.
TKT-00379,OneDrive,P4,Closed,How to configure training in OneDrive,How to configure training in OneDrive. This is impacting project deadlines.,Escalated to specialist team. Resolution: instruction replaced.
TKT-00380,Email,P1,Closed,Need to activate application for Email,Need to activate application for Email. User has tried restarting without success.,Resolved by reinstalling application. User confirmed fixed.
TKT-00381,Excel,P1,Closed,Unable to edit upload in Excel,Unable to edit upload in Excel. Error occurs when attempting to download. document also affected.,Resolved by resetting upload. User confirmed fixed.
TKT-00382,PowerBI,P3,Closed,PowerBI unresponsive and issue,PowerBI unresponsive and issue. This is impacting team collaboration.,Fixed unresponsive problem. Tested successfully with user.
TKT-00383,PowerBI,P4,Closed,Issue with inbox display,Issue with inbox display. User has tried restarting without success.,Fixed sync display. Tested successfully with user.
TKT-00384,Email,P1,Closed,dock not working properly,dock not working properly. User has tried restarting without success.,Implemented update. Issue no longer occurring.
TKT-00385,PowerBI,P2,Closed,Intermittent VPN unstable,Intermittent VPN unstable. User has tried reinstalling without success.,Fixed timeout timeout. Tested successfully with user.
TKT-00386,Excel,P1,Closed,Need help with expired problem,Need help with expired problem. This is impacting daily workflow.,Fixed expired error. Tested successfully with user.
TKT-00387,PowerBI,P1,Closed,refresh outdated in PowerBI,refresh outdated in PowerBI. User reports visualization incomplete affecting productivity.,Corrected filter incomplete. Tested successfully with user.
TKT-00388,SharePoint,P1,Closed,Permission denied when upload access,Permission denied when upload access. Error occurs when attempting to delete. download and file also affected.,Escalated to specialist team. Resolution: collaborate updated.
TKT-00389,Smartsheet,P1,Closed,login failure preventing access to Smartsheet,login failure preventing access to Smartsheet. User has tried updating without success.,Resolved by resetting login. User confirmed resolved.
TKT-00390,Smartsheet,P3,Closed,Experiencing timeout problem with Smartsheet,Experiencing timeout problem with Smartsheet. This is impacting team collaboration.,Resolved lag performance. Tested successfully with user.
TKT-00391,PowerBI,P1,Closed,User unable to authenticate due to error two-factor,User unable to authenticate due to error two-factor. Error occurs when attempting to login. unlock also affected.,Resolved by updating two-factor. User confirmed working.
TKT-00392,OneDrive,P4,Closed,Request activation update assistance,Request activation update assistance. Error occurs when attempting to activate. software and update also affected.,Applied fix. Issue no longer occurring.
TKT-00393,PowerBI,P4,Closed,User unable to login due to locked credential,User unable to login due to locked credential. User reports locked error affecting productivity.,Escalated to specialist team. Resolution: two-factor updated.
TKT-00394,Smartsheet,P4,Closed,Smartsheet slow when scrolling,Smartsheet slow when scrolling. User reports loading performance affecting productivity.,Resolved by reconfiguring slow. User confirmed resolved.
TKT-00395,Email,P2,Closed,Email loading and behavior,Email loading and behavior. User reports delay performance affecting productivity.,Escalated to specialist team. Resolution: crash reconfigured.
TKT-00396,SharePoint,P4,Closed,SharePoint hang and performance,SharePoint hang and performance. Error occurs when attempting to searching. unresponsive and freeze and timeout also affected.,Escalated to specialist team. Resolution: hang updated.
TKT-00397,Teams,P2,Closed,Request license upgrade assistance,Request license upgrade assistance. This is impacting project deadlines.,Resolved by reinstalling license. User confirmed fixed.
TKT-00398,SharePoint,P1,Closed,Need help with MFA expired,Need help with MFA expired. User has tried restarting without success.,Corrected authentication locked. Tested successfully with user.
TKT-00399,SharePoint,P1,Closed,Application timeout during normal use,Application timeout during normal use. User has tried updating without success.,Resolved by reinstalling timeout. User confirmed working.
TKT-00400,OneDrive,P3,Closed,OneDrive not login on smartphone,OneDrive not login on smartphone. User reports remote error affecting productivity.,Resolved by resetting smartphone. User confirmed working.
TKT-00401,PowerBI,P4,Closed,inbox not send properly,inbox not send properly. This is impacting project deadlines.,Corrected receive delivery. Tested successfully with user.
TKT-00402,Excel,P2,Closed,Issue with appointment synchronization,Issue with appointment synchronization. This is impacting project deadlines.,Deployed configuration change. Issue no longer occurring.
TKT-00403,Excel,P1,Closed,Need help with login expired,Need help with login expired. Error occurs when attempting to login. reset and MFA also affected.,Resolved by updating login. User confirmed working.
TKT-00404,Email,P3,Closed,Unable to access file in Email,Unable to access file in Email. Error occurs when attempting to download. upload also affected.,Resolved document failure. Tested successfully with user.
TKT-00405,Outlook,P2,Closed,Cannot delete meeting in Outlook,Cannot delete meeting in Outlook. Error occurs when attempting to delete. attachment and delegate also affected.,Resolved send permissions. Tested successfully with user.
TKT-00406,PowerBI,P3,Closed,Cannot delete receive in PowerBI,Cannot delete receive in PowerBI. This is impacting client communication.,Resolved by reinstalling receive. User confirmed resolved.
TKT-00407,PowerBI,P1,Closed,Application lag during normal use,Application lag during normal use. Error occurs when attempting to scrolling. hang also affected.,Escalated to vendor support. Resolution: timeout reconfigured.
TKT-00408,Excel,P3,Closed,Need assistance with meeting view,Need assistance with meeting view. This is impacting daily workflow.,Resolved by reinstalling meeting. User confirmed fixed.
TKT-00409,Smartsheet,P4,Closed,Unable to delete collaborate in Smartsheet,Unable to delete collaborate in Smartsheet. User reports denied failure affecting productivity.,Implemented patch. Issue no longer occurring.
TKT-00410,Email,P4,Closed,Email unresponsive and performance,Email unresponsive and performance. This is impacting daily workflow.,Deployed update. Issue no longer occurring.
TKT-00411,Excel,P3,Closed,Application freeze during normal use,Application freeze during normal use. User has tried clearing cache without success.,Resolved by reinstalling freeze. User confirmed fixed.
TKT-00412,Email,P2,Closed,Cannot connect due to connectivity dropped,Cannot connect due to connectivity dropped. Error occurs when attempting to establish. bandwidth and network also affected.,Corrected network blocked. Tested successfully with user.
TKT-00413,PowerBI,P3,Closed,compatibility during install process,compatibility during install process. Error occurs when attempting to deploy. update also affected.,Resolved application issue. Tested successfully with user.
TKT-00414,PowerBI,P2,Closed,PowerBI performance when loading,PowerBI performance when loading. User reports freeze problem affecting productivity.,Resolved hang issue. Tested successfully with user.
TKT-00415,Teams,P1,Closed,Teams timeout when opening,Teams timeout when opening. User reports crash performance affecting productivity.,Corrected crash behavior. Tested successfully with user.
TKT-00416,Teams,P2,Closed,Need to update installation for Teams,Need to update installation for Teams. User reports patch compatibility affecting productivity.,Resolved installation problem. Tested successfully with user.
TKT-00417,Outlook,P3,Closed,Issue with receive synchronization,Issue with receive synchronization. User reports sync synchronization affecting productivity.,Resolved by resetting receive. User confirmed resolved.
TKT-00418,Smartsheet,P1,Closed,Issue with meeting permissions,Issue with meeting permissions. This is impacting project deadlines.,Applied patch. Issue no longer occurring.
TKT-00419,OneDrive,P4,Closed,Need assistance with send send,Need assistance with send send. User has tried restarting without success.,Corrected delegate delivery. Tested successfully with user.
TKT-00420,Teams,P2,Closed,Experiencing performance problem with Teams,Experiencing performance problem with Teams. Error occurs when attempting to scrolling. slow also affected.,Escalated to vendor support. Resolution: unresponsive updated.
TKT-00421,Outlook,P1,Closed,Issue with meeting display,Issue with meeting display. This is impacting client communication.,Fixed attachment display. Tested successfully with user.
TKT-00422,PowerBI,P4,Closed,account locked preventing access to PowerBI,account locked preventing access to PowerBI. User reports expired problem affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00423,SharePoint,P2,Closed,Application delay during normal use,Application delay during normal use. User reports lag problem affecting productivity.,Resolved lag issue. Tested successfully with user.
TKT-00424,Email,P2,Closed,Email unavailable due to offline problem,Email unavailable due to offline problem. User reports VPN unstable affecting productivity.,Corrected bandwidth error. Tested successfully with user.
TKT-00425,SharePoint,P2,Closed,send not receive properly,send not receive properly. Error occurs when attempting to send. meeting and attachment also affected.,Corrected meeting delivery. Tested successfully with user.
TKT-00426,Teams,P1,Closed,Intermittent offline error,Intermittent offline error. This is impacting client communication.,Escalated to tier 2. Resolution: network replaced.
TKT-00427,OneDrive,P2,Closed,User unable to reset due to expired expired,User unable to reset due to expired expired. Error occurs when attempting to reset. locked and MFA also affected.,Resolved authentication issue. Tested successfully with user.
TKT-00428,Email,P3,Closed,Email delay when typing,Email delay when typing. Error occurs when attempting to opening. freeze also affected.,Corrected timeout performance. Tested successfully with user.
TKT-00429,Teams,P3,Closed,Cannot connect due to latency failure,Cannot connect due to latency failure. User has tried restarting without success.,Resolved latency timeout. Tested successfully with user.
TKT-00430,OneDrive,P4,Closed,Request install update assistance,Request install update assistance. User has tried clearing cache without success.,Deployed fix. Issue no longer occurring.
TKT-00431,Outlook,P3,Closed,Outlook unavailable due to connectivity problem,Outlook unavailable due to connectivity problem. User has tried reinstalling without success.,Corrected firewall error. Tested successfully with user.
TKT-00432,Teams,P1,Closed,Permission denied when access collaborate,Permission denied when access collaborate. User reports upload failure affecting productivity.,Resolved by reconfiguring collaborate. User confirmed resolved.
TKT-00433,PowerBI,P1,Closed,PowerBI slow when saving,PowerBI slow when saving. User has tried clearing cache without success.,Resolved by reconfiguring slow. User confirmed resolved.
TKT-00434,PowerBI,P4,Closed,sync denied when trying to download,sync denied when trying to download. User has tried updating without success.,Escalated to specialist team. Resolution: share replaced.
TKT-00435,PowerBI,P3,Closed,Need help with authentication problem,Need help with authentication problem. User reports expired locked affecting productivity.,Resolved by updating authentication. User confirmed fixed.
TKT-00436,Outlook,P1,Closed,phone app crash,phone app crash. User reports phone error affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00437,Email,P2,Closed,activation failure when attempting activate,activation failure when attempting activate. This is impacting project deadlines.,Resolved by resetting activation. User confirmed resolved.
TKT-00438,Smartsheet,P4,Closed,attachment not receive properly,attachment not receive properly. Error occurs when attempting to view. delegate and receive also affected.,Resolved by updating attachment. User confirmed working.
TKT-00439,Email,P1,Closed,Request to login account for user account,Request to login account for user account. This is impacting project deadlines.,Escalated to specialist team. Resolution: locked reconfigured.
TKT-00440,SharePoint,P2,Closed,SharePoint hang and problem,SharePoint hang and problem. Error occurs when attempting to scrolling.  also affected.,Resolved slow problem. Tested successfully with user.
TKT-00441,OneDrive,P1,Closed,OneDrive slow when searching,OneDrive slow when searching. User has tried updating without success.,Escalated to vendor support. Resolution: lag reconfigured.
TKT-00442,Teams,P2,Closed,Cannot export data from Teams,Cannot export data from Teams. User has tried updating without success.,Corrected chart missing. Tested successfully with user.
TKT-00443,SharePoint,P2,Closed,Request to authenticate locked for user account,Request to authenticate locked for user account. Error occurs when attempting to access. unlock and MFA and authentication also affected.,Escalated to specialist team. Resolution: reset updated.
TKT-00444,Outlook,P1,Closed,Issue with delegate permissions,Issue with delegate permissions. Error occurs when attempting to sync. meeting also affected.,Corrected attachment display. Tested successfully with user.
TKT-00445,Email,P2,Closed,Need replacement monitor,Need replacement monitor. User has tried restarting without success.,Escalated to specialist team. Resolution: hardware updated.
TKT-00446,Email,P2,Closed,Cannot forward inbox in Email,Cannot forward inbox in Email. This is impacting team collaboration.,Escalated to vendor support. Resolution: attachment reconfigured.
TKT-00447,Outlook,P3,Closed,Cannot view calendar in Outlook,Cannot view calendar in Outlook. User has tried reinstalling without success.,Resolved by resetting calendar. User confirmed fixed.
TKT-00448,Outlook,P2,Closed,Request activation deploy assistance,Request activation deploy assistance. This is impacting project deadlines.,Deployed configuration change. Issue no longer occurring.
TKT-00449,Excel,P2,Closed,Need to activate patch for Excel,Need to activate patch for Excel. User has tried reinstalling without success.,Escalated to specialist team. Resolution: application updated.
TKT-00450,Excel,P4,Closed,Request to access login for user account,Request to access login for user account. User has tried updating without success.,Deployed configuration change. Issue no longer occurring.
TKT-00451,OneDrive,P1,Closed,monitor malfunction requiring support,monitor malfunction requiring support. User reports mouse defective affecting productivity.,Escalated to vendor support. Resolution: peripheral reconfigured.
TKT-00452,PowerBI,P2,Closed,Permission denied when share share,Permission denied when share share. Error occurs when attempting to edit. permission and folder and collaborate also affected.,Applied configuration change. Issue no longer occurring.
TKT-00453,PowerBI,P2,Closed,upgrade compatibility when attempting install,upgrade compatibility when attempting install. User reports version error affecting productivity.,Escalated to vendor support. Resolution: application reconfigured.
TKT-00454,Email,P3,Closed,Unable to delete sync in Email,Unable to delete sync in Email. User has tried reinstalling without success.,Fixed file failure. Tested successfully with user.
TKT-00455,PowerBI,P3,Closed,Need help with password locked,Need help with password locked. This is impacting project deadlines.,Corrected account issue. Tested successfully with user.
TKT-00456,Outlook,P1,Closed,Outlook unavailable due to offline problem,Outlook unavailable due to offline problem. User has tried reinstalling without success.,Fixed disconnect error. Tested successfully with user.
TKT-00457,Outlook,P3,Closed,Permission denied when access file,Permission denied when access file. Error occurs when attempting to share. permission and upload also affected.,Escalated to vendor support. Resolution: permission reconfigured.
TKT-00458,SharePoint,P4,Closed,compatibility during installation process,compatibility during installation process. User has tried clearing cache without success.,Resolved by resetting installation. User confirmed resolved.
TKT-00459,Teams,P3,Closed,Teams unavailable due to network problem,Teams unavailable due to network problem. User reports connection failure affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-00460,Email,P2,Closed,connection failure affecting Email access,connection failure affecting Email access. Error occurs when attempting to connect. network and VPN also affected.,Implemented fix. Issue no longer occurring.
TKT-00461,Email,P1,Closed,update compatibility when attempting deploy,update compatibility when attempting deploy. User reports activation error affecting productivity.,Escalated to specialist team. Resolution: update reconfigured.
TKT-00462,Email,P2,Closed,Application unresponsive during normal use,Application unresponsive during normal use. User has tried clearing cache without success.,Resolved by reinstalling unresponsive. User confirmed fixed.
TKT-00463,Teams,P3,Closed,Unable to upload share in Teams,Unable to upload share in Teams. User has tried clearing cache without success.,Corrected document failure. Tested successfully with user.
TKT-00464,SharePoint,P3,Closed,Permission denied when access upload,Permission denied when access upload. User reports download corrupted affecting productivity.,Resolved by resetting upload. User confirmed fixed.
TKT-00465,Outlook,P3,Closed,Permission denied when edit permission,Permission denied when edit permission. User has tried updating without success.,Corrected share error. Tested successfully with user.
TKT-00466,OneDrive,P2,Closed,Experiencing lag behavior with OneDrive,Experiencing lag behavior with OneDrive. This is impacting client communication.,Deployed update. Issue no longer occurring.
TKT-00467,PowerBI,P4,Closed,PowerBI unavailable due to latency problem,PowerBI unavailable due to latency problem. User reports VPN dropped affecting productivity.,Implemented update. Issue no longer occurring.
TKT-00468,Email,P1,Closed,Email unavailable due to connectivity problem,Email unavailable due to connectivity problem. This is impacting project deadlines.,Resolved disconnect timeout. Tested successfully with user.
TKT-00469,Outlook,P4,Closed,MFA problem preventing access to Outlook,MFA problem preventing access to Outlook. User reports two-factor error affecting productivity.,Resolved by reinstalling MFA. User confirmed fixed.
TKT-00470,Excel,P4,Closed,Request access to file in Excel,Request access to file in Excel. Error occurs when attempting to access.  also affected.,Escalated to tier 2. Resolution: permission updated.
TKT-00471,Smartsheet,P2,Closed,Smartsheet hang when typing,Smartsheet hang when typing. User has tried reinstalling without success.,Escalated to specialist team. Resolution: crash reconfigured.
TKT-00472,OneDrive,P2,Closed,denied denied when trying to edit,denied denied when trying to edit. User reports collaborate corrupted affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00473,Outlook,P1,Closed,User unable to unlock due to expired MFA,User unable to unlock due to expired MFA. Error occurs when attempting to unlock. password and credential also affected.,Resolved by reconfiguring MFA. User confirmed resolved.
TKT-00474,Smartsheet,P3,Closed,Request access to denied in Smartsheet,Request access to denied in Smartsheet. User has tried restarting without success.,Implemented configuration change. Issue no longer occurring.
TKT-00475,Email,P3,Closed,phone app incompatibility,phone app incompatibility. User reports offline incompatibility affecting productivity.,Escalated to tier 2. Resolution: tablet replaced.
TKT-00476,PowerBI,P3,Closed,Need help generate export,Need help generate export. Error occurs when attempting to update. analytics and data also affected.,Escalated to vendor support. Resolution: export updated.
TKT-00477,PowerBI,P3,Closed,User unable to reset due to error login,User unable to reset due to error login. User reports password problem affecting productivity.,Implemented configuration change. Issue no longer occurring.
TKT-00478,Email,P1,Closed,Experiencing lag problem with Email,Experiencing lag problem with Email. This is impacting team collaboration.,Resolved by resetting lag. User confirmed working.
TKT-00479,PowerBI,P1,Closed,Need to update application for PowerBI,Need to update application for PowerBI. User has tried reinstalling without success.,Resolved by updating application. User confirmed working.
TKT-00480,PowerBI,P1,Closed,Need assistance with sync delete,Need assistance with sync delete. Error occurs when attempting to delete. calendar and inbox also affected.,Escalated to vendor support. Resolution: appointment reconfigured.
TKT-00481,Teams,P3,Closed,Teams timeout and behavior,Teams timeout and behavior. User reports hang problem affecting productivity.,Resolved crash issue. Tested successfully with user.
TKT-00482,Excel,P4,Closed,Need assistance with delegate receive,Need assistance with delegate receive. User reports calendar delivery affecting productivity.,Escalated to specialist team. Resolution: appointment reconfigured.
TKT-00483,OneDrive,P2,Closed,display defective preventing work,display defective preventing work. User reports printer damaged affecting productivity.,Resolved by reinstalling display. User confirmed resolved.
TKT-00484,Email,P3,Closed,Email unresponsive and problem,Email unresponsive and problem. This is impacting daily workflow.,Resolved timeout performance. Tested successfully with user.
TKT-00485,Email,P3,Closed,download corrupted when trying to share,download corrupted when trying to share. User has tried reinstalling without success.,Escalated to specialist team. Resolution: document replaced.
TKT-00486,PowerBI,P2,Closed,Issue with out-of-office permissions,Issue with out-of-office permissions. User reports email synchronization affecting productivity.,Applied patch. Issue no longer occurring.
TKT-00487,Outlook,P4,Closed,Need to update patch for Outlook,Need to update patch for Outlook. This is impacting project deadlines.,Resolved by reinstalling patch. User confirmed fixed.
TKT-00488,Email,P3,Closed,Request access to folder in Email,Request access to folder in Email. Error occurs when attempting to edit. file and denied and upload also affected.,Deployed patch. Issue no longer occurring.
TKT-00489,OneDrive,P4,Closed,Permission denied when edit document,Permission denied when edit document. Error occurs when attempting to download. collaborate and sync also affected.,Deployed configuration change. Issue no longer occurring.
TKT-00490,PowerBI,P3,Closed,PowerBI unresponsive and issue,PowerBI unresponsive and issue. Error occurs when attempting to saving. lag and performance also affected.,Resolved by updating unresponsive. User confirmed fixed.
TKT-00491,Smartsheet,P1,Closed,Smartsheet loading and issue,Smartsheet loading and issue. User reports hang issue affecting productivity.,Resolved by reconfiguring loading. User confirmed fixed.
TKT-00492,PowerBI,P4,Closed,PowerBI unresponsive when typing,PowerBI unresponsive when typing. User reports lag performance affecting productivity.,Resolved by reconfiguring unresponsive. User confirmed fixed.
TKT-00493,Outlook,P2,Closed,Outlook unresponsive and performance,Outlook unresponsive and performance. User reports slow behavior affecting productivity.,Corrected crash problem. Tested successfully with user.
TKT-00494,Smartsheet,P1,Closed,Need help with expired expired,Need help with expired expired. User reports two-factor problem affecting productivity.,Escalated to specialist team. Resolution: login updated.
TKT-00495,Email,P2,Closed,Permission denied when download document,Permission denied when download document. Error occurs when attempting to access. sync and access also affected.,Resolved by updating document. User confirmed resolved.
TKT-00496,Teams,P2,Closed,Permission denied when edit denied,Permission denied when edit denied. User has tried clearing cache without success.,Escalated to tier 2. Resolution: denied replaced.
TKT-00497,Teams,P2,Closed,access error when trying to share,access error when trying to share. User reports share denied affecting productivity.,Implemented fix. Issue no longer occurring.
TKT-00498,OneDrive,P1,Closed,Permission denied when move access,Permission denied when move access. User has tried restarting without success.,Corrected permission denied. Tested successfully with user.
TKT-00499,OneDrive,P4,Closed,connectivity failure affecting OneDrive access,connectivity failure affecting OneDrive access. Error occurs when attempting to access. connection and timeout and offline also affected.,Deployed update. Issue no longer occurring.
TKT-00500,PowerBI,P3,Closed,Need assistance with attachment delete,Need assistance with attachment delete. This is impacting team collaboration.,Deployed fix. Issue no longer occurring.
TKT-00501,PowerBI,P2,Closed,collaborate error when trying to delete,collaborate error when trying to delete. User reports file denied affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00502,Excel,P4,Closed,User unable to unlock due to problem two-factor,User unable to unlock due to problem two-factor. User reports locked problem affecting productivity.,Resolved by reconfiguring two-factor. User confirmed fixed.
TKT-00503,Email,P4,Closed,Request access to permission in Email,Request access to permission in Email. User reports folder missing affecting productivity.,Applied fix. Issue no longer occurring.
TKT-00504,PowerBI,P3,Closed,Need replacement hardware,Need replacement hardware. This is impacting daily workflow.,Resolved peripheral damaged. Tested successfully with user.
TKT-00505,Email,P1,Closed,calendar not delete properly,calendar not delete properly. User has tried clearing cache without success.,Resolved appointment permissions. Tested successfully with user.
TKT-00506,PowerBI,P1,Closed,Intermittent connection timeout,Intermittent connection timeout. User reports connectivity blocked affecting productivity.,Resolved by updating connection. User confirmed fixed.
TKT-00507,Email,P4,Closed,export outdated in Email,export outdated in Email. User reports visualization outdated affecting productivity.,Applied update. Issue no longer occurring.
TKT-00508,Excel,P2,Closed,Excel performance and problem,Excel performance and problem. Error occurs when attempting to typing.  also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00509,Email,P1,Closed,Request access to share in Email,Request access to share in Email. User has tried updating without success.,Resolved by reconfiguring share. User confirmed working.
TKT-00510,SharePoint,P4,Closed,SharePoint loading when searching,SharePoint loading when searching. This is impacting team collaboration.,Deployed update. Issue no longer occurring.
TKT-00511,Email,P3,Closed,disconnect failure affecting Email access,disconnect failure affecting Email access. Error occurs when attempting to connect. connectivity also affected.,Applied patch. Issue no longer occurring.
TKT-00512,Email,P1,Closed,Permission denied when share access,Permission denied when share access. Error occurs when attempting to access. upload also affected.,Resolved by updating access. User confirmed resolved.
TKT-00513,Smartsheet,P1,Closed,Smartsheet lag when scrolling,Smartsheet lag when scrolling. This is impacting daily workflow.,Resolved by reconfiguring lag. User confirmed resolved.
TKT-00514,Outlook,P3,Closed,Issue with out-of-office delivery,Issue with out-of-office delivery. User has tried updating without success.,Resolved by reconfiguring out-of-office. User confirmed working.
TKT-00515,Teams,P1,Closed,denied missing when trying to upload,denied missing when trying to upload. This is impacting project deadlines.,Escalated to tier 2. Resolution: sync updated.
TKT-00516,Smartsheet,P2,Closed,Application hang during normal use,Application hang during normal use. User has tried reinstalling without success.,Implemented configuration change. Issue no longer occurring.
TKT-00517,Excel,P4,Closed,activation compatibility when attempting install,activation compatibility when attempting install. User has tried clearing cache without success.,Corrected update error. Tested successfully with user.
TKT-00518,Email,P2,Closed,Cannot view email in Email,Cannot view email in Email. User has tried clearing cache without success.,Implemented update. Issue no longer occurring.
