ticket_id,product,priority,status,short_description,description,closed_notes
TKT-00181,Email,P2,Closed,User unable to unlock due to failure reset,User unable to unlock due to failure reset. Error occurs when attempting to authenticate. locked also affected.,Applied update. Issue no longer occurring.
TKT-00182,Email,P4,Closed,Request access to document in Email,Request access to document in Email. Error occurs when attempting to upload. permission and sync and file also affected.,Implemented fix. Issue no longer occurring.
TKT-00183,PowerBI,P3,Closed,dock damaged preventing work,dock damaged preventing work. This is impacting client communication.,Escalated to specialist team. Resolution: laptop reconfigured.
TKT-00184,Email,P1,Closed,Experiencing performance performance with Email,Experiencing performance performance with Email. User reports unresponsive behavior affecting productivity.,Escalated to vendor support. Resolution: crash replaced.
TKT-00185,Email,P3,Closed,folder error when trying to upload,folder error when trying to upload. User reports upload missing affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00186,Teams,P1,Closed,Need assistance with appointment sync,Need assistance with appointment sync. Error occurs when attempting to receive. out-of-office and calendar and delegate also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00187,Email,P4,Closed,Need help with authentication expired,Need help with authentication expired. User has tried reinstalling without success.,Escalated to specialist team. Resolution: password updated.
TKT-00188,PowerBI,P4,Closed,PowerBI unavailable due to offline problem,PowerBI unavailable due to offline problem. User has tried clearing cache without success.,Deployed fix. Issue no longer occurring.
TKT-00189,Outlook,P4,Closed,Cannot export report from Outlook,Cannot export report from Outlook. Error occurs when attempting to generate. data also affected.,Corrected dataset incorrect. Tested successfully with user.
TKT-00190,Email,P4,Closed,Email unavailable due to timeout problem,Email unavailable due to timeout problem. This is impacting client communication.,Fixed offline unstable. Tested successfully with user.
TKT-00191,Smartsheet,P2,Closed,Smartsheet freeze and behavior,Smartsheet freeze and behavior. Error occurs when attempting to loading. delay and loading and slow also affected.,Resolved by updating freeze. User confirmed working.
TKT-00192,PowerBI,P4,Closed,Cannot open PowerBI on iOS device,Cannot open PowerBI on iOS device. User reports Android problem affecting productivity.,Escalated to tier 2. Resolution: offline reconfigured.
TKT-00193,OneDrive,P4,Closed,reset problem preventing access to OneDrive,reset problem preventing access to OneDrive. Error occurs when attempting to unlock. credential and MFA also affected.,Applied patch. Issue no longer occurring.
TKT-00194,Email,P4,Closed,Need to install activation for Email,Need to install activation for Email. User has tried clearing cache without success.,Applied update. Issue no longer occurring.
TKT-00195,Smartsheet,P4,Closed,attachment not delete properly,attachment not delete properly. Error occurs when attempting to sync. send also affected.,Escalated to tier 2. Resolution: meeting reconfigured.
TKT-00196,PowerBI,P1,Closed,Cannot generate dashboard from PowerBI,Cannot generate dashboard from PowerBI. User reports refresh error affecting productivity.,Fixed visualization missing. Tested successfully with user.
TKT-00197,Outlook,P2,Closed,Request access to collaborate in Outlook,Request access to collaborate in Outlook. User has tried restarting without success.,Resolved by reinstalling collaborate. User confirmed working.
TKT-00198,SharePoint,P1,Closed,Need help export chart,Need help export chart. User reports export outdated affecting productivity.,Resolved by updating chart. User confirmed fixed.
TKT-00199,Email,P4,Closed,Issue with receive permissions,Issue with receive permissions. User has tried clearing cache without success.,Resolved by updating receive. User confirmed working.
TKT-00200,Email,P1,Closed,User unable to reset due to expired credential,User unable to reset due to expired credential. Error occurs when attempting to authenticate. reset also affected.,Implemented patch. Issue no longer occurring.
TKT-00201,Excel,P1,Closed,Issue with attachment permissions,Issue with attachment permissions. This is impacting client communication.,Escalated to tier 2. Resolution: meeting updated.
TKT-00202,Smartsheet,P4,Closed,User unable to authenticate due to locked two-factor,User unable to authenticate due to locked two-factor. User has tried reinstalling without success.,Implemented patch. Issue no longer occurring.
TKT-00203,Outlook,P3,Closed,Need help with authentication issue,Need help with authentication issue. User reports locked locked affecting productivity.,Resolved by reconfiguring authentication. User confirmed working.
TKT-00204,Email,P3,Closed,Request software install assistance,Request software install assistance. User has tried updating without success.,Implemented update. Issue no longer occurring.
TKT-00205,OneDrive,P4,Closed,send not sync properly,send not sync properly. Error occurs when attempting to forward. out-of-office also affected.,Resolved by reconfiguring send. User confirmed resolved.
TKT-00206,Email,P4,Closed,permission denied when trying to upload,permission denied when trying to upload. User reports folder error affecting productivity.,Fixed folder corrupted. Tested successfully with user.
TKT-00207,Excel,P3,Closed,dock damaged preventing work,dock damaged preventing work. User reports display damaged affecting productivity.,Applied update. Issue no longer occurring.
TKT-00208,Excel,P2,Closed,Need assistance with calendar access,Need assistance with calendar access. User has tried restarting without success.,Escalated to specialist team. Resolution: delegate reconfigured.
TKT-00209,Email,P2,Closed,Email slow when searching,Email slow when searching. This is impacting project deadlines.,Escalated to tier 2. Resolution: delay replaced.
TKT-00210,Email,P3,Closed,Need assistance with meeting forward,Need assistance with meeting forward. Error occurs when attempting to delete. appointment and email also affected.,Escalated to tier 2. Resolution: appointment updated.
TKT-00211,Excel,P1,Closed,Experiencing lag issue with Excel,Experiencing lag issue with Excel. User has tried reinstalling without success.,Corrected unresponsive performance. Tested successfully with user.
TKT-00212,OneDrive,P1,Closed,OneDrive timeout when searching,OneDrive timeout when searching. User reports crash behavior affecting productivity.,Escalated to tier 2. Resolution: delay updated.
TKT-00213,SharePoint,P4,Closed,Permission denied when download denied,Permission denied when download denied. Error occurs when attempting to edit. document and sync and download also affected.,Escalated to tier 2. Resolution: file reconfigured.
TKT-00214,Smartsheet,P4,Closed,Issue with email synchronization,Issue with email synchronization. This is impacting team collaboration.,Escalated to vendor support. Resolution: receive reconfigured.
TKT-00215,Teams,P3,Closed,Need replacement hardware,Need replacement hardware. User reports dock broken affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00216,Smartsheet,P3,Closed,smartphone problem with Smartsheet,smartphone problem with Smartsheet. User has tried restarting without success.,Escalated to specialist team. Resolution: app updated.
TKT-00217,Excel,P1,Closed,Need to upgrade version for Excel,Need to upgrade version for Excel. User reports installation error affecting productivity.,Resolved by updating version. User confirmed fixed.
TKT-00218,PowerBI,P1,Closed,Need to update patch for PowerBI,Need to update patch for PowerBI. This is impacting client communication.,Escalated to specialist team. Resolution: install updated.
TKT-00219,SharePoint,P3,Closed,Need help with MFA issue,Need help with MFA issue. This is impacting project deadlines.,Resolved by reinstalling MFA. User confirmed working.
TKT-00220,Email,P3,Closed,delegate not sync properly,delegate not sync properly. User has tried restarting without success.,Applied patch. Issue no longer occurring.
TKT-00221,Teams,P3,Closed,Application hang during normal use,Application hang during normal use. User reports performance problem affecting productivity.,Escalated to tier 2. Resolution: lag updated.
TKT-00222,OneDrive,P3,Closed,error during patch process,error during patch process. User has tried reinstalling without success.,Escalated to specialist team. Resolution: software updated.
TKT-00223,Teams,P1,Closed,Unable to delete download in Teams,Unable to delete download in Teams. Error occurs when attempting to upload. folder also affected.,Resolved by reconfiguring download. User confirmed fixed.
TKT-00224,Outlook,P2,Closed,Need replacement dock,Need replacement dock. This is impacting client communication.,Applied update. Issue no longer occurring.
TKT-00225,Outlook,P1,Closed,Request to reset password for user account,Request to reset password for user account. This is impacting client communication.,Fixed unlock failure. Tested successfully with user.
TKT-00226,SharePoint,P2,Closed,Issue with out-of-office loading,Issue with out-of-office loading. Error occurs when attempting to access. receive and inbox and delegate also affected.,Escalated to tier 2. Resolution: appointment replaced.
TKT-00227,Smartsheet,P2,Closed,mobile problem with Smartsheet,mobile problem with Smartsheet. User reports app failure affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00228,OneDrive,P4,Closed,Intermittent latency failure,Intermittent latency failure. User has tried restarting without success.,Resolved by resetting latency. User confirmed resolved.
TKT-00229,PowerBI,P1,Closed,Request to reset reset for user account,Request to reset reset for user account. Error occurs when attempting to unlock. account also affected.,Escalated to specialist team. Resolution: authentication reconfigured.
TKT-00230,Smartsheet,P3,Closed,update problem when attempting activate,update problem when attempting activate. Error occurs when attempting to activate. installation and version also affected.,Corrected install issue. Tested successfully with user.
TKT-00231,PowerBI,P4,Closed,Request software deploy assistance,Request software deploy assistance. User reports upgrade compatibility affecting productivity.,Resolved by resetting software. User confirmed fixed.
TKT-00232,Excel,P3,Closed,Need to update install for Excel,Need to update install for Excel. Error occurs when attempting to install. license also affected.,Corrected activation problem. Tested successfully with user.
TKT-00233,SharePoint,P4,Closed,Need to install installation for SharePoint,Need to install installation for SharePoint. User has tried updating without success.,Resolved by resetting installation. User confirmed resolved.
TKT-00234,OneDrive,P3,Closed,OneDrive timeout and behavior,OneDrive timeout and behavior. Error occurs when attempting to scrolling. performance and freeze also affected.,Corrected loading performance. Tested successfully with user.
TKT-00235,Email,P2,Closed,Need help with login failure,Need help with login failure. Error occurs when attempting to unlock. two-factor also affected.,Resolved by updating login. User confirmed resolved.
TKT-00236,SharePoint,P1,Closed,Request access to share in SharePoint,Request access to share in SharePoint. This is impacting team collaboration.,Escalated to specialist team. Resolution: document updated.
TKT-00237,Outlook,P2,Closed,document failure when trying to share,document failure when trying to share. User has tried updating without success.,Escalated to vendor support. Resolution: access updated.
TKT-00238,OneDrive,P3,Closed,report not generate correctly,report not generate correctly. User reports analytics missing affecting productivity.,Resolved by reconfiguring report. User confirmed resolved.
TKT-00239,Teams,P3,Closed,reset problem preventing access to Teams,reset problem preventing access to Teams. Error occurs when attempting to authenticate. password also affected.,Corrected expired problem. Tested successfully with user.
TKT-00240,Teams,P4,Closed,reset locked preventing access to Teams,reset locked preventing access to Teams. User has tried restarting without success.,Resolved locked failure. Tested successfully with user.
TKT-00241,SharePoint,P2,Closed,device failure preventing work,device failure preventing work. User has tried restarting without success.,Deployed fix. Issue no longer occurring.
TKT-00242,Outlook,P1,Closed,Outlook slow when opening,Outlook slow when opening. User reports lag problem affecting productivity.,Escalated to specialist team. Resolution: unresponsive updated.
TKT-00243,Excel,P2,Closed,Permission denied when delete file,Permission denied when delete file. User has tried reinstalling without success.,Escalated to tier 2. Resolution: folder updated.
TKT-00244,Excel,P4,Closed,report missing in Excel,report missing in Excel. User has tried restarting without success.,Applied configuration change. Issue no longer occurring.
TKT-00245,Smartsheet,P4,Closed,Permission denied when move file,Permission denied when move file. User reports document missing affecting productivity.,Resolved by updating file. User confirmed working.
TKT-00246,PowerBI,P1,Closed,Issue with out-of-office permissions,Issue with out-of-office permissions. User reports attachment synchronization affecting productivity.,Escalated to specialist team. Resolution: out-of-office updated.
TKT-00247,Smartsheet,P1,Closed,failure during activation process,failure during activation process. User reports application failure affecting productivity.,Escalated to vendor support. Resolution: install reconfigured.
TKT-00248,Excel,P3,Closed,Cannot forward email in Excel,Cannot forward email in Excel. Error occurs when attempting to send. out-of-office and appointment also affected.,Resolved send loading. Tested successfully with user.
TKT-00249,Smartsheet,P4,Closed,Request install activate assistance,Request install activate assistance. User has tried clearing cache without success.,Escalated to vendor support. Resolution: installation replaced.
TKT-00250,Smartsheet,P3,Closed,Need assistance with delegate send,Need assistance with delegate send. User reports calendar permissions affecting productivity.,Resolved inbox delivery. Tested successfully with user.
TKT-00251,Smartsheet,P1,Closed,Experiencing unresponsive performance with Smartsheet,Experiencing unresponsive performance with Smartsheet. User reports freeze behavior affecting productivity.,Deployed update. Issue no longer occurring.
TKT-00252,Excel,P3,Closed,Cannot delete out-of-office in Excel,Cannot delete out-of-office in Excel. User reports out-of-office loading affecting productivity.,Resolved by updating out-of-office. User confirmed fixed.
TKT-00253,SharePoint,P1,Closed,monitor defective preventing work,monitor defective preventing work. User has tried clearing cache without success.,Fixed keyboard broken. Tested successfully with user.
TKT-00254,SharePoint,P3,Closed,Experiencing delay performance with SharePoint,Experiencing delay performance with SharePoint. This is impacting team collaboration.,Implemented configuration change. Issue no longer occurring.
TKT-00255,OneDrive,P1,Closed,Request update install assistance,Request update install assistance. Error occurs when attempting to configure. installation and activation also affected.,Escalated to tier 2. Resolution: software reconfigured.
TKT-00256,Outlook,P2,Closed,Cannot sync Outlook on mobile device,Cannot sync Outlook on mobile device. User has tried clearing cache without success.,Implemented configuration change. Issue no longer occurring.
TKT-00257,PowerBI,P3,Closed,Request to access MFA for user account,Request to access MFA for user account. Error occurs when attempting to authenticate. password also affected.,Applied patch. Issue no longer occurring.
TKT-00258,Outlook,P2,Closed,Application crash during normal use,Application crash during normal use. Error occurs when attempting to saving. freeze also affected.,Resolved by resetting crash. User confirmed fixed.
TKT-00259,Excel,P4,Closed,Need to configure license for Excel,Need to configure license for Excel. Error occurs when attempting to configure. activation and software also affected.,Deployed configuration change. Issue no longer occurring.
TKT-00260,OneDrive,P1,Closed,Cannot send appointment in OneDrive,Cannot send appointment in OneDrive. This is impacting daily workflow.,Resolved by updating appointment. User confirmed resolved.
TKT-00261,Smartsheet,P3,Closed,Experiencing freeze problem with Smartsheet,Experiencing freeze problem with Smartsheet. User reports hang problem affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00262,Excel,P4,Closed,Need best practice on how to customize in Excel,Need best practice on how to customize in Excel. User reports configure question affecting productivity.,Corrected configure request. Tested successfully with user.
TKT-00263,Smartsheet,P3,Closed,Cannot connect due to connection dropped,Cannot connect due to connection dropped. Error occurs when attempting to connect. timeout also affected.,Escalated to specialist team. Resolution: network updated.
TKT-00264,OneDrive,P1,Closed,Request to authenticate password for user account,Request to authenticate password for user account. Error occurs when attempting to authenticate. login also affected.,Resolved by reinstalling password. User confirmed resolved.
TKT-00265,SharePoint,P3,Closed,SharePoint lag when scrolling,SharePoint lag when scrolling. Error occurs when attempting to opening. timeout also affected.,Deployed update. Issue no longer occurring.
TKT-00266,Excel,P2,Closed,Excel performance and issue,Excel performance and issue. This is impacting client communication.,Applied fix. Issue no longer occurring.
TKT-00267,OneDrive,P1,Closed,OneDrive unavailable due to timeout problem,OneDrive unavailable due to timeout problem. User reports network error affecting productivity.,Escalated to vendor support. Resolution: timeout replaced.
TKT-00268,Outlook,P2,Closed,attachment not view properly,attachment not view properly. User reports meeting permissions affecting productivity.,Escalated to vendor support. Resolution: sync replaced.
TKT-00269,Email,P3,Closed,error during install process,error during install process. Error occurs when attempting to deploy. license and version also affected.,Escalated to vendor support. Resolution: update updated.
TKT-00270,PowerBI,P3,Closed,Need to install version for PowerBI,Need to install version for PowerBI. This is impacting client communication.,Fixed patch error. Tested successfully with user.
TKT-00271,Email,P3,Closed,Request to login login for user account,Request to login login for user account. This is impacting client communication.,Deployed patch. Issue no longer occurring.
TKT-00272,Excel,P4,Closed,Application crash during normal use,Application crash during normal use. This is impacting daily workflow.,Escalated to vendor support. Resolution: loading replaced.
TKT-00273,OneDrive,P2,Closed,Need help with expired issue,Need help with expired issue. Error occurs when attempting to unlock. unlock and password also affected.,Fixed login expired. Tested successfully with user.
TKT-00274,Teams,P3,Closed,Unable to upload collaborate in Teams,Unable to upload collaborate in Teams. User reports folder failure affecting productivity.,Escalated to tier 2. Resolution: sync reconfigured.
TKT-00275,Excel,P4,Closed,Need help export query,Need help export query. This is impacting client communication.,Resolved by reinstalling query. User confirmed resolved.
TKT-00276,SharePoint,P4,Closed,Request software update assistance,Request software update assistance. This is impacting client communication.,Resolved by reinstalling software. User confirmed resolved.
TKT-00277,Teams,P3,Closed,Request to authenticate login for user account,Request to authenticate login for user account. User reports two-factor failure affecting productivity.,Deployed configuration change. Issue no longer occurring.
TKT-00278,Email,P2,Closed,Experiencing slow performance with Email,Experiencing slow performance with Email. This is impacting project deadlines.,Escalated to vendor support. Resolution: freeze replaced.
TKT-00279,Teams,P4,Closed,Cannot view sync in Teams,Cannot view sync in Teams. User reports delegate synchronization affecting productivity.,Corrected receive synchronization. Tested successfully with user.
TKT-00280,Outlook,P2,Closed,collaborate failure when trying to delete,collaborate failure when trying to delete. User has tried clearing cache without success.,Resolved by updating collaborate. User confirmed fixed.
TKT-00281,Smartsheet,P2,Closed,Need replacement hardware,Need replacement hardware. This is impacting daily workflow.,Deployed patch. Issue no longer occurring.
TKT-00282,SharePoint,P1,Closed,Need help with authentication problem,Need help with authentication problem. This is impacting client communication.,Implemented fix. Issue no longer occurring.
TKT-00283,SharePoint,P2,Closed,chart missing in SharePoint,chart missing in SharePoint. This is impacting client communication.,Deployed configuration change. Issue no longer occurring.
TKT-00284,OneDrive,P3,Closed,Permission denied when edit sync,Permission denied when edit sync. This is impacting daily workflow.,Escalated to specialist team. Resolution: share reconfigured.
TKT-00285,PowerBI,P2,Closed,Need assistance with send send,Need assistance with send send. User reports appointment delivery affecting productivity.,Resolved by resetting send. User confirmed resolved.
TKT-00286,OneDrive,P3,Closed,attachment not send properly,attachment not send properly. User has tried updating without success.,Resolved sync delivery. Tested successfully with user.
TKT-00287,Email,P4,Closed,Need assistance with attachment forward,Need assistance with attachment forward. Error occurs when attempting to access. receive and out-of-office also affected.,Resolved meeting display. Tested successfully with user.
TKT-00288,SharePoint,P3,Closed,Need assistance with inbox send,Need assistance with inbox send. User reports calendar permissions affecting productivity.,Fixed email permissions. Tested successfully with user.
TKT-00289,Teams,P2,Closed,receive not sync properly,receive not sync properly. This is impacting team collaboration.,Escalated to vendor support. Resolution: appointment replaced.
TKT-00290,Outlook,P2,Closed,folder missing when trying to download,folder missing when trying to download. User has tried updating without success.,Escalated to vendor support. Resolution: denied replaced.
TKT-00291,PowerBI,P4,Closed,User unable to authenticate due to locked authentication,User unable to authenticate due to locked authentication. This is impacting client communication.,Implemented patch. Issue no longer occurring.
TKT-00292,Smartsheet,P4,Closed,license failure when attempting install,license failure when attempting install. User has tried restarting without success.,Escalated to vendor support. Resolution: activation replaced.
TKT-00293,Outlook,P4,Closed,User unable to reset due to error locked,User unable to reset due to error locked. This is impacting project deadlines.,Escalated to specialist team. Resolution: locked reconfigured.
TKT-00294,Excel,P1,Closed,Cannot send attachment in Excel,Cannot send attachment in Excel. Error occurs when attempting to delete. calendar also affected.,Escalated to tier 2. Resolution: attachment replaced.
TKT-00295,Email,P2,Closed,Request access to document in Email,Request access to document in Email. User reports permission failure affecting productivity.,Deployed patch. Issue no longer occurring.
TKT-00296,Teams,P1,Closed,sync not receive properly,sync not receive properly. User reports out-of-office permissions affecting productivity.,Applied configuration change. Issue no longer occurring.
TKT-00297,Outlook,P2,Closed,User unable to reset due to failure unlock,User unable to reset due to failure unlock. User reports expired issue affecting productivity.,Resolved by updating unlock. User confirmed working.
TKT-00298,OneDrive,P4,Closed,OneDrive timeout and behavior,OneDrive timeout and behavior. User has tried restarting without success.,Applied patch. Issue no longer occurring.
TKT-00299,OneDrive,P4,Closed,license error when attempting install,license error when attempting install. This is impacting client communication.,Escalated to tier 2. Resolution: patch updated.
TKT-00300,Outlook,P3,Closed,Permission denied when access sync,Permission denied when access sync. User reports upload denied affecting productivity.,Resolved by resetting sync. User confirmed resolved.
TKT-00301,Outlook,P4,Closed,meeting not delete properly,meeting not delete properly. User reports receive loading affecting productivity.,Resolved by reinstalling meeting. User confirmed fixed.
TKT-00302,SharePoint,P1,Closed,Cannot receive calendar in SharePoint,Cannot receive calendar in SharePoint. User has tried restarting without success.,Fixed receive delivery. Tested successfully with user.
TKT-00303,SharePoint,P4,Closed,How to manage documentation in SharePoint,How to manage documentation in SharePoint. User reports guide request affecting productivity.,Corrected help question. Tested successfully with user.
TKT-00304,SharePoint,P3,Closed,compatibility during activation process,compatibility during activation process. User reports install error affecting productivity.,Fixed installation compatibility. Tested successfully with user.
TKT-00305,Excel,P4,Closed,receive not receive properly,receive not receive properly. Error occurs when attempting to delete. appointment also affected.,Deployed fix. Issue no longer occurring.
TKT-00306,Excel,P1,Closed,Need assistance with attachment forward,Need assistance with attachment forward. Error occurs when attempting to forward. send and receive also affected.,Resolved by reconfiguring attachment. User confirmed fixed.
TKT-00307,Smartsheet,P3,Closed,User unable to unlock due to expired password,User unable to unlock due to expired password. Error occurs when attempting to access. authentication also affected.,Resolved by reconfiguring password. User confirmed resolved.
TKT-00308,PowerBI,P3,Closed,sync not view properly,sync not view properly. User reports sync loading affecting productivity.,Resolved sync permissions. Tested successfully with user.
TKT-00309,SharePoint,P2,Closed,Need help with expired problem,Need help with expired problem. Error occurs when attempting to access. two-factor also affected.,Escalated to specialist team. Resolution: credential reconfigured.
TKT-00310,PowerBI,P4,Closed,device malfunction requiring support,device malfunction requiring support. User has tried restarting without success.,Applied update. Issue no longer occurring.
TKT-00311,Email,P4,Closed,Request to reset two-factor for user account,Request to reset two-factor for user account. User reports authentication expired affecting productivity.,Resolved by reinstalling two-factor. User confirmed working.
TKT-00312,Excel,P1,Closed,Application performance during normal use,Application performance during normal use. User has tried restarting without success.,Resolved by reconfiguring performance. User confirmed resolved.
TKT-00313,PowerBI,P2,Closed,User unable to authenticate due to problem locked,User unable to authenticate due to problem locked. User has tried clearing cache without success.,Resolved by resetting locked. User confirmed resolved.
TKT-00314,OneDrive,P4,Closed,denied missing when trying to delete,denied missing when trying to delete. This is impacting project deadlines.,Resolved by resetting denied. User confirmed working.
TKT-00315,Email,P4,Closed,compatibility during update process,compatibility during update process. This is impacting project deadlines.,Resolved by resetting update. User confirmed resolved.
TKT-00316,PowerBI,P2,Closed,out-of-office not view properly,out-of-office not view properly. User reports inbox display affecting productivity.,Resolved calendar permissions. Tested successfully with user.
TKT-00317,Teams,P3,Closed,Unable to download denied in Teams,Unable to download denied in Teams. User reports denied failure affecting productivity.,Escalated to tier 2. Resolution: sync replaced.
TKT-00318,PowerBI,P1,Closed,Issue with out-of-office delivery,Issue with out-of-office delivery. User reports sync delivery affecting productivity.,Corrected email display. Tested successfully with user.
TKT-00319,Email,P1,Closed,charger malfunction requiring support,charger malfunction requiring support. This is impacting project deadlines.,Deployed fix. Issue no longer occurring.
TKT-00320,Email,P4,Closed,attachment not view properly,attachment not view properly. Error occurs when attempting to sync. calendar also affected.,Resolved by updating attachment. User confirmed working.
TKT-00321,Email,P1,Closed,Permission denied when edit access,Permission denied when edit access. User reports access error affecting productivity.,Deployed fix. Issue no longer occurring.
TKT-00322,PowerBI,P4,Closed,share error when trying to upload,share error when trying to upload. User reports file error affecting productivity.,Resolved permission error. Tested successfully with user.
TKT-00323,OneDrive,P4,Closed,How to manage documentation in OneDrive,How to manage documentation in OneDrive. User has tried reinstalling without success.,Escalated to tier 2. Resolution: instruction updated.
TKT-00324,Outlook,P3,Closed,Unable to download collaborate in Outlook,Unable to download collaborate in Outlook. Error occurs when attempting to download. folder and share and permission also affected.,Resolved upload denied. Tested successfully with user.
TKT-00325,SharePoint,P4,Closed,document missing when trying to edit,document missing when trying to edit. This is impacting team collaboration.,Fixed document denied. Tested successfully with user.
TKT-00326,Excel,P1,Closed,Issue with delegate permissions,Issue with delegate permissions. Error occurs when attempting to receive. sync and send and attachment also affected.,Escalated to vendor support. Resolution: delegate reconfigured.
TKT-00327,OneDrive,P1,Closed,User unable to unlock due to expired two-factor,User unable to unlock due to expired two-factor. User reports two-factor failure affecting productivity.,Fixed reset locked. Tested successfully with user.
TKT-00328,Excel,P4,Closed,Application lag during normal use,Application lag during normal use. User reports hang performance affecting productivity.,Resolved by reinstalling lag. User confirmed resolved.
TKT-00329,SharePoint,P2,Closed,SharePoint unavailable due to bandwidth problem,SharePoint unavailable due to bandwidth problem. Error occurs when attempting to maintain. timeout also affected.,Applied patch. Issue no longer occurring.
TKT-00330,Smartsheet,P2,Closed,Request to access expired for user account,Request to access expired for user account. This is impacting daily workflow.,Deployed configuration change. Issue no longer occurring.
TKT-00331,Excel,P3,Closed,Permission denied when upload collaborate,Permission denied when upload collaborate. This is impacting daily workflow.,Escalated to vendor support. Resolution: permission updated.
TKT-00332,Excel,P4,Closed,Cannot connect due to VPN error,Cannot connect due to VPN error. Error occurs when attempting to establish. connection and firewall also affected.,Fixed connectivity blocked. Tested successfully with user.
TKT-00333,Excel,P3,Closed,problem during license process,problem during license process. This is impacting team collaboration.,Resolved install compatibility. Tested successfully with user.
TKT-00334,SharePoint,P3,Closed,problem during install process,problem during install process. Error occurs when attempting to install. update also affected.,Fixed patch error. Tested successfully with user.
TKT-00335,PowerBI,P4,Closed,Cannot receive attachment in PowerBI,Cannot receive attachment in PowerBI. Error occurs when attempting to view. send and delegate also affected.,Corrected sync synchronization. Tested successfully with user.
TKT-00336,Teams,P4,Closed,Request access to sync in Teams,Request access to sync in Teams. User has tried restarting without success.,Resolved by reconfiguring sync. User confirmed fixed.
TKT-00337,Email,P1,Closed,Need help with reset expired,Need help with reset expired. User has tried updating without success.,Resolved by resetting reset. User confirmed fixed.
TKT-00338,Excel,P1,Closed,Excel unavailable due to timeout problem,Excel unavailable due to timeout problem. Error occurs when attempting to connect. offline and firewall also affected.,Corrected timeout blocked. Tested successfully with user.
TKT-00339,Smartsheet,P2,Closed,export outdated in Smartsheet,export outdated in Smartsheet. This is impacting project deadlines.,Escalated to specialist team. Resolution: chart updated.
TKT-00340,Outlook,P4,Closed,Need assistance with send receive,Need assistance with send receive. Error occurs when attempting to delete. meeting and sync also affected.,Escalated to vendor support. Resolution: sync reconfigured.
TKT-00341,PowerBI,P2,Closed,two-factor failure preventing access to PowerBI,two-factor failure preventing access to PowerBI. User reports expired issue affecting productivity.,Resolved by reconfiguring two-factor. User confirmed working.
TKT-00342,Email,P1,Closed,Permission denied when move access,Permission denied when move access. User has tried clearing cache without success.,Escalated to tier 2. Resolution: download updated.
TKT-00343,Excel,P2,Closed,Excel slow when typing,Excel slow when typing. This is impacting daily workflow.,Escalated to vendor support. Resolution: crash reconfigured.
TKT-00344,Teams,P1,Closed,Teams unavailable due to offline problem,Teams unavailable due to offline problem. This is impacting project deadlines.,Resolved by resetting offline. User confirmed working.
TKT-00345,Excel,P3,Closed,timeout failure affecting Excel access,timeout failure affecting Excel access. This is impacting project deadlines.,Escalated to vendor support. Resolution: offline reconfigured.
TKT-00346,Outlook,P4,Closed,receive not send properly,receive not send properly. User reports sync delivery affecting productivity.,Applied update. Issue no longer occurring.
TKT-00347,Outlook,P3,Closed,Request software upgrade assistance,Request software upgrade assistance. Error occurs when attempting to upgrade. upgrade also affected.,Implemented configuration change. Issue no longer occurring.
TKT-00348,OneDrive,P2,Closed,peripheral not charging properly,peripheral not charging properly. User has tried reinstalling without success.,Deployed configuration change. Issue no longer occurring.
TKT-00349,SharePoint,P3,Closed,login locked preventing access to SharePoint,login locked preventing access to SharePoint. This is impacting client communication.,Escalated to specialist team. Resolution: password reconfigured.
TKT-00350,Email,P2,Closed,folder denied when trying to delete,folder denied when trying to delete. User has tried clearing cache without success.,Corrected upload error. Tested successfully with user.
TKT-00351,Outlook,P2,Closed,display not responding properly,display not responding properly. This is impacting project deadlines.,Resolved laptop damaged. Tested successfully with user.
TKT-00352,Smartsheet,P4,Closed,Need assistance with inbox delete,Need assistance with inbox delete. User reports attachment permissions affecting productivity.,Resolved by reinstalling inbox. User confirmed resolved.
TKT-00353,Teams,P1,Closed,dataset incorrect in Teams,dataset incorrect in Teams. This is impacting daily workflow.,Resolved by reconfiguring dataset. User confirmed resolved.
TKT-00354,Email,P2,Closed,Request access to sync in Email,Request access to sync in Email. User has tried clearing cache without success.,Resolved by reinstalling sync. User confirmed fixed.
TKT-00355,Email,P1,Closed,Request to authenticate locked for user account,Request to authenticate locked for user account. Error occurs when attempting to login. reset also affected.,Resolved by reconfiguring locked. User confirmed resolved.
TKT-00356,OneDrive,P3,Closed,Experiencing timeout issue with OneDrive,Experiencing timeout issue with OneDrive. User has tried clearing cache without success.,Fixed freeze performance. Tested successfully with user.
TKT-00357,OneDrive,P2,Closed,Experiencing performance behavior with OneDrive,Experiencing performance behavior with OneDrive. This is impacting team collaboration.,Resolved by resetting performance. User confirmed fixed.
TKT-00358,Outlook,P3,Closed,Issue with appointment permissions,Issue with appointment permissions. User has tried updating without success.,Resolved by reconfiguring appointment. User confirmed resolved.
TKT-00359,Teams,P3,Closed,Need to activate upgrade for Teams,Need to activate upgrade for Teams. User reports application error affecting productivity.,Escalated to vendor support. Resolution: activation reconfigured.
